Car_ID,Age,Kilometers_Driven,Selling_Price,Present_Price,Fuel_Type,Transmission,Owner_Count,Engine_CC,Mileage,Service_History,Accident_History,Purchase_Suitability
1264,14,135431,201000.0,1083000.0,Diesel,Manual,2,1046.0,18.4,Good,No,NOT_SUITABLE
1265,15,149406,198000.0,506000.0,Diesel,Manual,3,1577.0,17.8,Good,No,NOT_SUITABLE
1266,9,85166,80000.0,345000.0,Diesel,Automatic,2,1053.0,18.7,Good,No,SUITABLE
1267,7,55530,145000.0,830000.0,CNG,Automatic,1,876.0,26.3,Good,No,SUITABLE
1268,6,38394,320000.0,879000.0,Petrol,Manual,4,1764.0,20.8,Average,No,SUITABLE
1269,10,85418,163000.0,607000.0,Petrol,Manual,2,800.0,19.2,Good,No,SUITABLE
1270,9,93409,174000.0,1141000.0,Petrol,Manual,1,1721.0,20.0,Average,No,SUITABLE
1271,5,71050,157000.0,380000.0,Petrol,Manual,1,1249.0,17.1,Poor,No,NOT_SUITABLE
1272,1,94119,560000.0,708000.0,Petrol,Manual,2,1265.0,21.3,Average,Yes,SUITABLE
1273,3,88832,,645000.0,Diesel,Manual,3,1514.0,24.3,Average,No,SUITABLE
1274,15,121334,119000.0,834000.0,Petrol,Manual,3,1582.0,16.5,Average,No,NOT_SUITABLE
1275,7,98150,167000.0,948000.0,CNG,Automatic,1,,19.2,Good,Yes,NOT_SUITABLE
1276,8,88044,80000.0,497000.0,Petrol,Manual,2,1637.0,23.2,Good,No,SUITABLE
1277,8,90744,205000.0,1103000.0,Petrol,Manual,1,1395.0,23.4,Average,No,SUITABLE
1278,12,127077,177000.0,872000.0,Petrol,Manual,1,848.0,20.5,Good,No,SUITABLE
1279,1,65122,205000.0,250000.0,Petrol,Manual,1,1282.0,21.9,Average,No,SUITABLE
1280,2,50536,109000.0,250000.0,Petrol,Manual,1,1903.0,21.7,Good,No,SUITABLE
1281,5,100905,,846000.0,Petrol,Manual,1,2021.0,19.4,Good,Yes,NOT_SUITABLE
1282,8,71877,156000.0,773000.0,Petrol,Manual,2,1637.0,18.1,Good,No,NOT_SUITABLE
1283,11,116639,114000.0,814000.0,Petrol,Manual,3,874.0,17.4,Poor,No,NOT_SUITABLE
1284,8,154149,139000.0,840000.0,Petrol,Automatic,2,1546.0,19.0,Good,No,SUITABLE
1285,7,95408,100000.0,929000.0,Petrol,Manual,2,1690.0,18.3,Good,No,NOT_SUITABLE
1286,15,174031,167000.0,1182000.0,Petrol,Automatic,1,1640.0,14.4,Good,No,NOT_SUITABLE
1287,3,66513,288000.0,461000.0,Petrol,Automatic,1,1664.0,22.5,Average,No,SUITABLE
1288,9,116277,134000.0,440000.0,Petrol,Automatic,3,1495.0,20.5,Poor,No,NOT_SUITABLE
1289,9,102251,80000.0,467000.0,Petrol,Manual,4,1321.0,23.9,Good,No,NOT_SUITABLE
1290,8,93251,200000.0,951000.0,Petrol,Manual,2,1107.0,19.1,,No,NOT_SUITABLE
1291,13,112351,207000.0,1286000.0,Diesel,Manual,1,800.0,19.7,,No,SUITABLE
1292,5,86967,251000.0,699000.0,CNG,Manual,3,1486.0,22.1,Average,No,SUITABLE
1293,15,123766,80000.0,250000.0,CNG,Manual,2,1424.0,17.4,Good,No,NOT_SUITABLE
1294,5,92143,117000.0,254000.0,Petrol,Automatic,1,1573.0,23.0,Good,No,SUITABLE
1295,9,127376,80000.0,558000.0,Petrol,Manual,1,815.0,22.1,Average,No,SUITABLE
1296,8,105064,80000.0,655000.0,Petrol,Automatic,3,1608.0,21.0,Average,No,NOT_SUITABLE
1297,13,123203,80000.0,707000.0,Diesel,Manual,1,2172.0,17.7,Good,No,NOT_SUITABLE
1298,7,100487,132000.0,864000.0,Diesel,Manual,1,1381.0,20.0,Average,No,SUITABLE
1299,5,70709,198000.0,741000.0,Diesel,Manual,1,1325.0,18.5,Poor,No,NOT_SUITABLE
1300,1,72082,990000.0,1217000.0,Diesel,Manual,2,1474.0,21.1,Good,No,SUITABLE
1301,6,43709,171000.0,613000.0,Petrol,Manual,2,2163.0,19.3,Average,No,SUITABLE
1302,13,122117,205000.0,548000.0,Diesel,Manual,2,941.0,16.5,Average,No,NOT_SUITABLE
1303,1,7702,858000.0,1018000.0,Diesel,Manual,1,1431.0,23.8,Good,No,SUITABLE
1304,14,103109,80000.0,313000.0,Petrol,Manual,4,1030.0,21.2,Poor,Yes,NOT_SUITABLE
1305,9,133505,127000.0,986000.0,CNG,Manual,2,1131.0,18.2,Good,Yes,NOT_SUITABLE
1306,3,84194,569000.0,886000.0,Petrol,Automatic,1,1330.0,22.8,Average,No,SUITABLE
1307,5,61671,,798000.0,CNG,Manual,1,1889.0,18.9,Good,No,SUITABLE
1308,9,70445,148000.0,1406000.0,Diesel,Manual,1,2070.0,19.0,Good,No,NOT_SUITABLE
1309,5,12280,265000.0,632000.0,Petrol,Manual,1,1529.0,19.9,Average,Yes,SUITABLE
1310,2,46043,1387000.0,1571000.0,Diesel,Manual,1,1199.0,24.0,Average,No,SUITABLE
1311,10,163249,118000.0,771000.0,Petrol,Manual,3,2347.0,17.7,Poor,No,NOT_SUITABLE
1312,11,126067,84000.0,403000.0,Diesel,Manual,1,1179.0,21.7,Poor,No,NOT_SUITABLE
1313,2,45689,781000.0,874000.0,Diesel,Automatic,2,1122.0,22.1,Good,No,SUITABLE
1314,5,87732,161000.0,473000.0,Diesel,Manual,1,800.0,20.4,Good,No,SUITABLE
1315,4,36659,292000.0,587000.0,Diesel,Manual,1,1908.0,18.8,Good,No,SUITABLE
1316,10,103459,80000.0,989000.0,Petrol,Manual,1,1737.0,20.1,Good,No,SUITABLE
1317,11,118689,217000.0,1044000.0,Petrol,Manual,1,2317.0,20.8,Good,No,SUITABLE
1318,11,114606,109000.0,632000.0,Petrol,Manual,3,800.0,20.3,Poor,Yes,NOT_SUITABLE
1319,15,159898,170000.0,1196000.0,Petrol,Manual,1,1933.0,22.6,Average,Yes,NOT_SUITABLE
1320,12,130582,232000.0,1255000.0,Petrol,Manual,3,1378.0,22.2,Good,No,NOT_SUITABLE
1321,5,92203,443000.0,1353000.0,Petrol,Manual,2,1672.0,20.6,Good,No,SUITABLE
1322,2,42856,718000.0,1035000.0,Petrol,Automatic,1,800.0,22.2,Average,No,SUITABLE
1323,10,129752,266000.0,1327000.0,Petrol,Manual,1,1937.0,20.5,Good,Yes,NOT_SUITABLE
1324,14,171837,80000.0,250000.0,Diesel,Manual,2,1665.0,16.3,Good,No,SUITABLE
1325,15,121157,180000.0,739000.0,Petrol,Manual,1,1334.0,20.6,Good,No,NOT_SUITABLE
1326,4,51471,215000.0,547000.0,Diesel,Manual,1,1608.0,22.5,Good,Yes,SUITABLE
1327,4,100387,375000.0,892000.0,Petrol,Manual,2,1044.0,22.6,Good,No,SUITABLE
1328,1,47290,679000.0,650000.0,Petrol,Manual,1,1118.0,24.5,Average,No,SUITABLE
1329,3,95384,500000.0,792000.0,Petrol,Automatic,1,1165.0,26.1,Good,No,SUITABLE
1330,9,93764,276000.0,1509000.0,Petrol,Manual,4,800.0,20.8,Average,No,NOT_SUITABLE
1331,9,135511,100000.0,791000.0,Petrol,Manual,1,1695.0,19.7,Average,No,NOT_SUITABLE
1332,6,86893,260000.0,995000.0,Petrol,Automatic,2,1827.0,24.2,Poor,No,NOT_SUITABLE
1333,5,83181,272000.0,769000.0,Petrol,Automatic,3,1069.0,23.8,Good,Yes,NOT_SUITABLE
1334,13,163924,159000.0,876000.0,Petrol,Manual,3,1489.0,17.9,Good,No,NOT_SUITABLE
1335,7,82541,149000.0,852000.0,Diesel,Manual,2,1244.0,20.9,Good,Yes,SUITABLE
1336,13,108795,180000.0,1007000.0,Petrol,Manual,2,1481.0,19.1,Good,No,SUITABLE
1337,15,132632,217000.0,1258000.0,Diesel,Automatic,1,1099.0,18.9,Good,No,NOT_SUITABLE
1338,5,87451,407000.0,1427000.0,Petrol,Manual,2,997.0,18.7,Average,Yes,NOT_SUITABLE
1339,4,36553,436000.0,958000.0,CNG,Automatic,1,1771.0,18.2,Good,No,SUITABLE
1340,15,156524,231000.0,1056000.0,Diesel,Manual,2,1324.0,16.1,Good,No,NOT_SUITABLE
1341,10,98147,80000.0,447000.0,CNG,Automatic,2,2159.0,17.2,Good,No,SUITABLE
1342,5,102752,241000.0,819000.0,Diesel,Manual,1,1369.0,20.1,Average,No,SUITABLE
1343,10,57326,175000.0,1179000.0,Petrol,Manual,1,980.0,21.4,Poor,Yes,NOT_SUITABLE
1344,8,79696,213000.0,1153000.0,Petrol,Manual,3,1841.0,19.8,Average,No,NOT_SUITABLE
1345,14,98898,149000.0,924000.0,Petrol,Manual,3,1602.0,18.6,Average,No,NOT_SUITABLE
1346,4,52823,609000.0,1160000.0,Diesel,Manual,3,1641.0,19.0,Average,No,SUITABLE
1347,15,147949,207000.0,1022000.0,Diesel,Manual,2,1826.0,16.7,Average,No,NOT_SUITABLE
1348,15,138557,170000.0,1270000.0,Petrol,Manual,1,1089.0,19.4,Good,No,NOT_SUITABLE
1349,3,58926,641000.0,951000.0,CNG,Manual,1,1299.0,23.5,Average,No,SUITABLE
1350,3,60998,333000.0,726000.0,Petrol,Automatic,2,1281.0,20.6,Average,No,NOT_SUITABLE
1351,8,101475,148000.0,968000.0,Diesel,Automatic,1,834.0,21.1,Good,No,SUITABLE
1352,1,29312,237000.0,250000.0,Diesel,Manual,1,1245.0,27.8,Average,Yes,SUITABLE
1353,5,93051,274000.0,984000.0,Petrol,Manual,1,1885.0,21.2,Good,No,SUITABLE
1354,7,105079,85000.0,250000.0,Diesel,Manual,2,1445.0,19.2,Average,No,NOT_SUITABLE
1355,15,150971,80000.0,250000.0,Diesel,Automatic,1,812.0,17.9,Good,No,SUITABLE
1356,15,154744,154000.0,1008000.0,Petrol,Manual,1,800.0,18.5,Average,No,NOT_SUITABLE
1357,3,71021,626000.0,1017000.0,Petrol,Manual,1,2016.0,21.5,Poor,No,NOT_SUITABLE
1358,14,180000,80000.0,443000.0,Petrol,Automatic,1,1314.0,18.3,Good,No,SUITABLE
1359,2,56084,438000.0,601000.0,Diesel,Automatic,2,1091.0,19.5,Good,No,SUITABLE
1360,12,116244,268000.0,1330000.0,Petrol,Manual,2,1240.0,17.0,Good,Yes,NOT_SUITABLE
1361,13,112922,200000.0,681000.0,CNG,Manual,3,800.0,18.7,Good,No,SUITABLE
1362,14,113290,396000.0,1635000.0,Diesel,Manual,2,1919.0,17.7,Poor,No,NOT_SUITABLE
1363,4,43622,384000.0,849000.0,Petrol,Automatic,2,1193.0,20.7,Good,Yes,SUITABLE
1364,14,116446,182000.0,993000.0,Petrol,Manual,1,1897.0,17.7,Good,No,SUITABLE
1365,2,56445,991000.0,1416000.0,Diesel,Manual,3,1371.0,22.7,Good,Yes,SUITABLE
1366,8,104354,126000.0,896000.0,Diesel,Manual,1,1922.0,22.1,Poor,No,NOT_SUITABLE
1367,8,98125,80000.0,499000.0,Petrol,Manual,1,1453.0,20.2,Good,Yes,NOT_SUITABLE
1368,5,60658,216000.0,812000.0,Petrol,Manual,2,1691.0,22.2,Average,No,SUITABLE
1369,1,71304,663000.0,838000.0,Petrol,Manual,4,1638.0,21.5,Good,No,SUITABLE
1370,12,139267,80000.0,372000.0,CNG,Automatic,1,1599.0,20.2,Good,No,SUITABLE
1371,6,80488,152000.0,760000.0,Petrol,Automatic,1,1489.0,,Average,No,SUITABLE
1372,10,95636,144000.0,590000.0,Diesel,Manual,2,1257.0,21.7,Good,No,NOT_SUITABLE
1373,7,102565,170000.0,1174000.0,Petrol,Automatic,1,2116.0,21.9,Average,Yes,NOT_SUITABLE
1374,6,88135,284000.0,862000.0,CNG,Manual,1,987.0,22.6,Good,No,SUITABLE
1375,14,104141,115000.0,751000.0,Petrol,Manual,1,1352.0,18.1,Average,No,NOT_SUITABLE
1376,2,56504,564000.0,813000.0,Petrol,Manual,1,1356.0,23.1,Average,Yes,SUITABLE
1377,12,128765,109000.0,928000.0,CNG,Automatic,3,1511.0,21.3,Average,No,NOT_SUITABLE
1378,12,103207,269000.0,1066000.0,CNG,Automatic,2,1178.0,17.7,Good,No,SUITABLE
1379,6,88177,161000.0,500000.0,Petrol,Automatic,2,1476.0,19.7,Average,No,NOT_SUITABLE
1380,4,38994,246000.0,485000.0,Petrol,Automatic,1,1282.0,22.3,Poor,No,SUITABLE
1381,1,80896,934000.0,1237000.0,Petrol,Automatic,2,800.0,24.1,Good,No,SUITABLE
1382,15,169955,137000.0,706000.0,Petrol,Manual,1,1354.0,16.2,Good,No,NOT_SUITABLE
1383,15,136945,80000.0,354000.0,Petrol,Automatic,1,910.0,18.1,Average,No,NOT_SUITABLE
1384,4,78996,476000.0,1005000.0,Diesel,Manual,1,800.0,21.9,Good,No,SUITABLE
1385,1,5000,874000.0,1012000.0,Petrol,Manual,1,1405.0,18.0,Average,No,SUITABLE
1386,2,32560,272000.0,314000.0,Diesel,Manual,3,1545.0,22.0,Average,No,SUITABLE
1387,2,51537,577000.0,930000.0,Petrol,Manual,2,1561.0,22.1,Good,No,SUITABLE
1388,13,105913,155000.0,1107000.0,Petrol,Manual,2,1577.0,18.2,Average,No,NOT_SUITABLE
1389,14,151717,208000.0,981000.0,Diesel,Manual,1,800.0,21.8,Average,No,NOT_SUITABLE
1390,3,108441,659000.0,1071000.0,Petrol,Manual,2,806.0,19.8,Good,No,SUITABLE
1391,12,97114,115000.0,359000.0,Diesel,Manual,3,2139.0,16.8,Poor,No,NOT_SUITABLE
1392,3,46076,559000.0,966000.0,Petrol,Automatic,1,931.0,16.7,Good,No,SUITABLE
1393,6,89180,168000.0,744000.0,CNG,Manual,1,1594.0,20.0,Good,Yes,SUITABLE
1394,9,138945,168000.0,681000.0,Diesel,Manual,1,1075.0,19.4,Average,No,SUITABLE
1395,11,89608,133000.0,1155000.0,Diesel,Manual,1,1382.0,18.3,Good,No,SUITABLE
1396,14,141479,246000.0,1368000.0,Petrol,Manual,1,1097.0,20.9,Average,No,NOT_SUITABLE
1397,1,91569,1255000.0,1478000.0,Petrol,Manual,2,1575.0,24.7,Good,No,SUITABLE
1398,3,28161,776000.0,1310000.0,Petrol,Automatic,2,1405.0,22.3,Good,Yes,NOT_SUITABLE
1399,5,49316,276000.0,812000.0,Petrol,Manual,3,1171.0,20.8,Good,Yes,NOT_SUITABLE
1400,5,68181,258000.0,973000.0,Petrol,Automatic,1,930.0,24.0,Average,Yes,NOT_SUITABLE
1001,2,72153,482000.0,668000.0,Diesel,Manual,2,1754.0,22.9,Good,Yes,NOT_SUITABLE
