Customer_ID,Age,Annual_Income,Total_Purchases,Average_Order_Value,Purchase_Frequency,Total_Spending,Discount_Usage,Online_Purchases,Store_Purchases,Customer_Class
1345,51,692713.16,89,3285.89,6.38,324534.92,16,26,63,HIGH_VALUE
1346,39,657023.87,61,3768.18,6.18,241009.96,14,15,46,HIGH_VALUE
1347,42,961560.62,78,4344.8,5.97,291274.17,7,25,53,HIGH_VALUE
1348,32,396714.63,25,1179.11,1.76,29794.48,23,0,25,LOW_VALUE
1349,47,514113.2,46,1161.73,3.97,51766.7,17,1,45,REGULAR
1350,25,276016.8,17,916.96,1.21,17086.5,34,0,17,LOW_VALUE
1351,29,668058.36,49,2069.33,4.91,93888.55,16,12,37,REGULAR
1352,26,337222.34,14,1345.28,2.19,17902.11,27,2,12,LOW_VALUE
1353,46,657358.89,41,2117.27,4.11,91584.72,33,15,26,REGULAR
1354,35,621237.54,47,2500.64,4.49,105671.69,17,4,43,REGULAR
1355,47,635128.03,43,2750.21,4.6,116346.53,10,2,41,REGULAR
1356,43,557055.05,39,2368.52,4.55,100779.1,15,6,33,REGULAR
1357,45,849353.4,71,3612.31,5.98,208113.97,9,11,60,HIGH_VALUE
1358,57,1040783.08,83,2900.84,4.86,232386.85,3,24,59,HIGH_VALUE
1359,39,596235.51,40,2406.25,4.12,101440.81,22,1,39,REGULAR
1360,32,568217.34,35,2157.11,2.11,70806.88,18,2,33,REGULAR
1361,45,849030.6,38,3739.65,5.35,149008.67,12,2,36,HIGH_VALUE
1362,30,263505.12,18,1335.7,0.92,20491.01,28,0,18,LOW_VALUE
1363,43,259865.44,17,1156.82,1.81,20110.11,25,2,15,LOW_VALUE
1364,22,196403.6,20,1394.1,1.65,23562.36,21,0,20,LOW_VALUE
1365,26,495622.61,32,2541.69,4.42,73982.46,20,3,29,REGULAR
1366,44,733823.34,50,2004.8,4.74,85046.7,20,0,50,REGULAR
1367,37,911795.86,74,2177.52,4.58,163221.74,11,12,62,HIGH_VALUE
1368,46,442371.5,51,2356.55,4.86,120280.13,32,6,45,REGULAR
1369,19,384208.22,19,1495.97,2.37,33758.9,23,3,16,LOW_VALUE
1370,43,1246502.3,77,2771.04,6.37,199471.7,20,16,61,HIGH_VALUE
1371,42,1076146.72,76,3641.46,5.74,307359.79,7,12,64,HIGH_VALUE
1372,40,249233.87,18,1001.51,2.49,21526.02,26,3,15,LOW_VALUE
1373,30,398071.97,33,2205.71,4.54,73529.57,20,0,33,REGULAR
1374,19,281807.9,26,1743.34,0.67,51768.13,30,5,21,LOW_VALUE
1375,38,301103.65,20,1070.11,2.43,16827.48,23,1,19,LOW_VALUE
1376,35,315931.72,22,1645.64,2.92,39369.56,25,5,17,LOW_VALUE
1377,55,892476.5,71,2814.39,5.33,194186.43,15,16,55,HIGH_VALUE
1378,43,419046.79,52,2204.18,4.42,111826.11,19,15,37,REGULAR
1379,43,396678.13,57,2224.97,4.31,133746.31,15,0,57,REGULAR
1380,39,622250.04,52,2447.7,3.79,132962.97,14,6,46,REGULAR
1381,42,404405.29,42,2170.72,2.89,82778.42,10,13,29,REGULAR
1382,48,659570.31,73,4611.65,5.87,380650.65,15,18,55,HIGH_VALUE
1383,44,972818.13,69,4159.28,5.43,292071.46,9,17,52,HIGH_VALUE
1384,34,419684.69,36,2964.67,4.73,98607.55,23,7,29,REGULAR
1385,43,459102.25,26,2683.72,3.82,68300.62,22,5,21,REGULAR
1386,50,685738.17,77,2786.08,5.88,244160.48,12,31,46,HIGH_VALUE
1387,35,341227.09,50,2600.44,4.55,134745.22,20,6,44,REGULAR
1388,46,888900.24,78,3961.31,5.06,328912.05,12,35,43,HIGH_VALUE
1389,30,380839.39,26,1142.04,2.14,27318.61,34,0,26,LOW_VALUE
1390,33,1151296.48,82,3355.97,7.74,263423.69,15,11,71,HIGH_VALUE
1391,27,711489.0,64,1724.74,5.02,111157.54,22,15,49,REGULAR
1392,18,351705.51,18,1562.57,1.46,26496.51,31,0,18,LOW_VALUE
1393,33,665728.24,36,2444.16,3.81,90878.23,18,2,34,REGULAR
1394,44,680966.07,61,2319.17,3.35,158826.83,15,13,48,REGULAR
1395,32,219236.32,17,1356.79,1.1,22457.45,17,4,13,LOW_VALUE
1396,49,506764.18,57,2262.61,3.55,125435.13,25,0,57,REGULAR
1397,49,962628.21,76,4526.34,6.18,373353.2,9,22,54,HIGH_VALUE
1398,27,318884.78,26,1171.45,2.0,30503.04,24,3,23,LOW_VALUE
1399,42,607936.78,27,2303.95,3.23,51417.62,21,4,23,REGULAR
1400,34,558764.0,24,1736.54,5.38,37312.51,15,5,19,REGULAR
1401,22,325648.86,20,1434.47,1.69,25676.52,38,2,18,LOW_VALUE
1402,54,757843.91,97,4065.49,5.94,317897.33,7,4,93,HIGH_VALUE
1403,40,759385.62,72,2911.79,5.14,208590.7,13,7,65,HIGH_VALUE
1404,33,340091.87,17,1355.0,2.42,22707.81,24,1,16,LOW_VALUE
1405,48,950553.78,76,3093.4,5.4,253180.93,10,19,57,HIGH_VALUE
1406,47,1013827.71,86,4205.95,6.64,358066.44,11,32,54,HIGH_VALUE
1407,30,273227.68,19,1214.59,2.49,29643.36,23,1,18,LOW_VALUE
1408,33,1013724.85,100,3163.91,5.67,266164.16,24,11,89,HIGH_VALUE
1409,28,262091.06,17,979.98,2.63,15448.63,24,4,13,LOW_VALUE
1410,48,578389.21,88,3452.63,5.65,297790.31,8,4,84,HIGH_VALUE
1411,45,599075.51,49,2425.46,4.41,118074.49,23,13,36,REGULAR
1412,47,447004.66,49,2118.06,3.06,108147.67,13,10,39,REGULAR
1413,23,381100.88,20,1382.07,0.68,28678.25,34,0,20,LOW_VALUE
1414,42,1178770.6,55,3386.55,6.03,219437.43,8,8,47,HIGH_VALUE
1415,36,297005.68,21,1027.76,1.88,18001.06,23,0,21,LOW_VALUE
1416,24,309545.77,15,1344.39,2.21,22147.98,25,0,15,LOW_VALUE
1417,38,256079.52,20,1467.42,1.79,27802.17,25,1,19,LOW_VALUE
1418,45,862070.58,78,4611.11,5.79,394151.65,8,27,51,HIGH_VALUE
1419,23,428606.81,17,1615.27,2.16,28105.69,24,0,17,LOW_VALUE
1420,43,869474.45,62,4527.35,6.2,296924.26,3,11,51,HIGH_VALUE
1421,38,851345.45,41,2422.56,5.3,100179.15,22,0,41,REGULAR
1422,31,187670.67,15,1548.96,1.48,20088.91,19,1,14,LOW_VALUE
1423,22,398564.06,18,1297.14,2.28,20512.45,16,3,15,LOW_VALUE
1424,30,238416.09,14,1505.18,3.16,21736.4,23,2,12,LOW_VALUE
1425,30,582602.13,31,1770.61,4.28,48723.91,16,5,26,REGULAR
1426,38,825551.06,98,3809.77,6.87,345144.83,9,20,78,HIGH_VALUE
1427,34,204090.09,15,1093.69,1.01,12566.91,18,0,15,LOW_VALUE
1428,34,858409.26,105,3187.55,6.22,356190.64,2,29,76,HIGH_VALUE
1429,39,445346.87,28,998.09,1.27,25038.4,23,0,28,LOW_VALUE
1430,47,971131.17,53,2150.47,5.83,110369.14,12,6,47,HIGH_VALUE
1431,51,644082.83,70,2886.15,6.47,202283.32,3,21,49,HIGH_VALUE
1432,48,937556.92,63,2915.54,6.53,190131.84,16,21,42,HIGH_VALUE
1433,33,627332.8,46,2328.19,5.04,108330.29,24,4,42,REGULAR
1434,40,1329094.99,74,4447.53,4.62,327292.15,10,14,60,HIGH_VALUE
1435,26,250267.49,16,1406.54,0.6,20794.58,32,3,13,LOW_VALUE
1436,23,237335.01,23,1530.28,1.68,34353.59,22,0,23,LOW_VALUE
1437,25,317766.04,14,1005.95,2.15,14413.69,27,4,10,LOW_VALUE
1438,36,399547.07,40,2608.15,4.54,107741.75,14,4,36,REGULAR
1439,47,713859.99,65,2871.67,6.31,208994.63,8,6,59,HIGH_VALUE
1440,34,412136.42,36,2549.18,3.52,101054.54,19,4,32,REGULAR
1441,43,984545.41,90,3777.11,7.57,388544.08,6,15,75,HIGH_VALUE
1442,31,293217.58,23,1491.12,2.18,36651.72,33,7,16,LOW_VALUE
1443,30,380326.69,51,2167.11,4.0,112682.01,14,9,42,REGULAR
1444,21,272301.47,14,1237.76,2.44,17035.91,28,1,13,LOW_VALUE
1445,25,289574.26,20,1217.41,2.11,29702.0,25,2,18,LOW_VALUE
1446,38,487719.18,41,2287.02,2.99,84741.44,17,5,36,REGULAR
1447,49,967631.45,76,4176.34,5.93,330069.45,14,10,66,HIGH_VALUE
1448,34,480875.14,49,2543.74,3.93,127696.26,19,13,36,REGULAR
1449,28,290560.93,20,1192.33,1.95,23622.44,24,0,20,LOW_VALUE
1450,36,493902.51,55,1796.66,3.42,73003.55,24,4,51,REGULAR
1451,24,197025.08,21,1419.62,1.74,32871.3,23,2,19,LOW_VALUE
1452,49,582369.11,87,5075.2,6.04,407748.71,13,5,82,HIGH_VALUE
1453,34,753545.36,50,2480.62,3.85,131038.02,16,8,42,REGULAR
1454,34,333510.91,21,790.51,2.89,19038.96,22,2,19,LOW_VALUE
1455,25,255985.42,20,1196.23,1.57,26620.77,22,4,16,LOW_VALUE
1456,37,281741.39,21,1148.0,2.25,25908.5,24,1,20,LOW_VALUE
1457,38,790361.43,59,4259.13,5.46,260078.04,17,11,48,HIGH_VALUE
1458,41,508131.27,44,1882.21,4.21,81607.16,25,24,20,REGULAR
1459,42,1161813.25,45,3661.12,7.4,162836.01,12,0,45,HIGH_VALUE
1460,46,600161.34,34,2016.31,3.61,71030.72,11,10,24,REGULAR
1461,31,437331.14,30,2520.77,3.06,73917.29,18,5,25,REGULAR
1462,23,269347.37,20,1667.5,2.42,33595.64,27,0,20,LOW_VALUE
1463,35,1324047.81,81,2239.26,5.45,203227.43,10,17,64,HIGH_VALUE
1464,37,349316.23,20,1500.68,1.74,27829.89,28,7,13,LOW_VALUE
1465,25,585012.03,33,2828.9,3.41,95998.29,14,0,33,REGULAR
1466,39,647647.69,24,2523.81,5.48,68988.21,24,2,22,REGULAR
1467,38,701781.56,39,2314.15,4.21,95250.69,24,4,35,REGULAR
1468,68,685353.25,83,4713.98,5.73,454760.85,7,22,61,HIGH_VALUE
1469,38,342278.87,20,1500.1,3.37,27996.74,20,4,16,LOW_VALUE
1470,38,620486.36,55,2808.94,4.42,157648.7,18,9,46,REGULAR
1471,41,605089.44,34,1865.88,3.47,64849.13,15,4,30,REGULAR
1472,33,657918.01,56,2189.17,3.7,128507.26,9,0,56,REGULAR
1473,27,352066.53,22,1780.81,1.74,40321.08,22,5,17,LOW_VALUE
1474,21,235037.59,16,1198.57,2.24,21397.77,27,1,15,LOW_VALUE
1475,27,242492.45,25,1499.22,1.73,40352.2,32,1,24,LOW_VALUE
1476,25,259195.85,8,1601.06,1.68,12282.9,24,2,6,LOW_VALUE
1477,40,599619.6,46,2117.07,2.9,88954.6,17,13,33,REGULAR
1478,34,484579.99,36,2994.51,3.87,103022.73,18,9,27,REGULAR
1479,41,554166.8,42,2407.48,5.46,104514.11,18,0,42,REGULAR
1480,32,882615.96,44,2288.13,3.96,106849.71,14,3,41,REGULAR
1481,46,601921.05,43,1680.8,4.08,65529.57,21,3,40,REGULAR
1482,34,248700.91,11,1862.9,1.17,23624.21,26,2,9,LOW_VALUE
1483,38,496671.96,38,2312.02,3.83,69946.19,15,10,28,REGULAR
1484,29,231125.83,19,1174.77,0.5,23229.37,25,3,16,LOW_VALUE
1485,27,417281.55,12,1141.14,1.47,14849.34,27,0,12,LOW_VALUE
1486,42,530291.74,45,2146.94,3.58,75488.92,17,11,34,REGULAR
1487,45,307703.81,49,1656.35,3.59,71938.79,10,17,32,REGULAR
1488,33,258479.1,17,1280.95,1.07,26011.09,29,2,15,LOW_VALUE
1489,40,690903.86,38,2182.7,4.43,69431.27,13,12,26,REGULAR
1490,32,410674.41,33,1818.97,4.18,60422.08,18,2,31,REGULAR
1491,35,576925.39,38,2016.16,5.08,75983.35,18,11,27,REGULAR
1492,38,454646.24,26,2891.33,3.91,80785.75,24,1,25,REGULAR
1493,29,473475.3,45,2451.96,4.95,123097.06,13,10,35,REGULAR
1494,30,200677.65,21,1443.0,1.03,29731.05,28,0,21,LOW_VALUE
1495,35,726754.93,81,4836.35,6.59,375176.92,12,24,57,HIGH_VALUE
1496,42,552126.02,22,2284.62,3.29,50770.83,25,0,22,REGULAR
1497,43,821611.56,42,1981.78,3.83,72046.04,15,8,34,REGULAR
1498,47,482132.25,40,2061.64,4.15,85613.23,23,5,35,REGULAR
1499,41,467475.9,47,2295.02,3.78,134041.42,27,2,45,REGULAR
1500,44,592823.59,50,2019.16,4.36,103559.64,19,3,47,REGULAR
