age,annual_income,credit_score,loan_amount,loan_term_months,employment_years,debt_to_income,existing_loans,savings_balance,home_ownership,education,marital_status,dependents,purpose,loan_approved
47,57915.0,701.0,35113.0,36,17.8,0.197,1,7935.0,Own,Bachelor,Divorced,0,Home Improvement,0
56,83301.0,830.0,42989.0,60,21.7,0.266,0,12782.0,Rent,High School,Married,1,Education,0
28,27016.0,789.0,5616.0,48,4.9,0.336,2,1831.0,Own,Bachelor,Single,1,Education,1
34,67090.0,658.0,24866.0,36,6.1,0.17,1,20358.0,Rent,Master,Divorced,0,Education,0
62,51404.0,637.0,33492.0,60,21.0,0.464,2,12560.0,Mortgage,Bachelor,Single,0,Education,0
65,150519.0,657.0,61103.0,60,13.7,0.193,1,26522.0,Mortgage,High School,Single,1,Education,0
47,57027.0,717.0,19492.0,36,18.3,0.191,0,20629.0,Rent,High School,Married,0,Car,1
41,138064.0,672.0,66322.0,48,9.6,0.253,0,33686.0,Rent,Bachelor,Married,1,Car,0
36,36501.0,652.0,28738.0,36,6.3,0.205,2,8921.0,Rent,Master,Married,0,Home Improvement,0
48,82189.0,786.0,3000.0,12,18.6,0.126,2,13873.0,Own,Bachelor,Divorced,0,Business,1
47,72273.0,672.0,37238.0,72,20.0,0.259,0,35762.0,Mortgage,Master,Single,1,Debt Consolidation,0
34,40853.0,830.0,37965.0,48,7.3,,1,737.0,Rent,Doctorate,Divorced,3,Car,1
22,67511.0,687.0,50805.0,48,0.4,0.292,2,9636.0,Mortgage,High School,Single,3,Education,0
27,110957.0,809.0,17165.0,48,5.9,0.399,2,32194.0,Rent,Bachelor,Single,3,Medical,0
64,53075.0,706.0,23827.0,48,23.3,0.279,0,20365.0,Mortgage,Bachelor,Single,3,Education,0
39,27522.0,749.0,12771.0,36,7.2,0.088,1,3402.0,Own,Bachelor,Single,1,Debt Consolidation,0
42,61480.0,628.0,45560.0,72,11.3,0.241,1,15141.0,Own,Bachelor,Married,0,Business,0
42,40204.0,619.0,24729.0,48,11.8,0.476,1,5550.0,Own,Bachelor,Married,1,Car,0
56,52605.0,713.0,38530.0,48,20.9,0.185,0,21434.0,Rent,Bachelor,Married,0,Education,0
23,59619.0,751.0,21306.0,36,2.5,0.109,3,7888.0,Rent,Bachelor,Married,4,Education,0
24,27342.0,683.0,19980.0,36,3.4,0.419,1,3338.0,Own,Bachelor,Single,0,Medical,0
33,,587.0,5880.0,12,6.4,0.184,2,,Rent,High School,Married,1,Car,1
42,78142.0,582.0,3000.0,36,13.8,0.24,2,16857.0,Rent,Bachelor,Single,1,Debt Consolidation,0
51,,577.0,4338.0,24,14.9,0.036,2,10416.0,Rent,Master,Married,0,Car,0
43,18103.0,553.0,,48,,0.303,1,10161.0,,,Married,2,Debt Consolidation,0
40,90365.0,688.0,21356.0,60,7.3,0.137,3,34090.0,Mortgage,High School,Single,2,Debt Consolidation,1
63,70659.0,761.0,25398.0,36,17.8,0.193,2,8106.0,Other,Bachelor,Married,2,Home Improvement,0
28,44013.0,679.0,21244.0,36,4.0,0.459,0,9506.0,Rent,Master,Divorced,0,Business,0
46,32952.0,,3000.0,48,12.1,0.144,1,3928.0,Rent,Master,Single,1,Debt Consolidation,0
45,92603.0,666.0,3000.0,24,17.4,0.208,0,4110.0,Rent,High School,Married,1,Medical,1
42,73319.0,668.0,7570.0,72,6.7,0.294,0,7923.0,Own,Bachelor,Divorced,1,Business,0
57,194568.0,830.0,41386.0,36,12.3,0.323,3,65568.0,Rent,Bachelor,Single,2,Debt Consolidation,1
33,,575.0,31339.0,24,5.7,0.135,1,6481.0,Other,Bachelor,Single,2,Car,0
63,74681.0,652.0,30605.0,24,18.6,0.209,2,,Mortgage,High School,Married,3,Medical,1
35,57226.0,,31620.0,72,7.0,0.131,1,12539.0,Own,Bachelor,Married,2,Medical,0
45,91761.0,712.0,30488.0,36,24.0,0.212,1,26054.0,Own,Doctorate,Married,3,Debt Consolidation,1
44,83695.0,721.0,14449.0,48,10.6,0.191,4,28046.0,Mortgage,Bachelor,Married,2,Business,0
59,113065.0,688.0,72597.0,24,16.1,0.281,2,11682.0,Mortgage,Bachelor,Single,2,Education,1
40,48274.0,704.0,6828.0,24,11.6,0.175,0,5781.0,Rent,High School,Divorced,1,Car,0
33,50307.0,736.0,18349.0,60,7.4,0.25,1,9212.0,Own,High School,Divorced,1,Education,0
21,49263.0,622.0,27372.0,24,0.9,0.338,4,7602.0,Own,Master,Married,1,Debt Consolidation,0
37,90624.0,743.0,,12,12.5,0.262,1,9969.0,Mortgage,Doctorate,Divorced,2,Home Improvement,0
58,127276.0,581.0,67742.0,48,25.0,0.108,0,28201.0,Rent,High School,Married,2,Car,1
21,49744.0,704.0,3000.0,60,1.7,0.133,0,12840.0,Other,Master,Divorced,4,Home Improvement,0
61,50564.0,,32996.0,36,22.1,0.26,1,11776.0,Other,High School,Single,0,Debt Consolidation,0
45,72088.0,636.0,55273.0,24,12.7,0.175,1,7521.0,Mortgage,Bachelor,Single,0,Car,0
27,,,33885.0,72,6.0,0.244,0,7538.0,Other,Bachelor,Divorced,1,Home Improvement,0
34,97917.0,635.0,19287.0,48,9.2,0.161,1,11228.0,Mortgage,Bachelor,Married,0,Car,0
45,21037.0,603.0,6768.0,60,12.8,0.343,4,0.0,Rent,Bachelor,Single,1,Education,0
35,,655.0,5088.0,60,5.3,0.188,4,6732.0,Mortgage,Bachelor,Married,1,Car,0
25,42588.0,601.0,9060.0,60,0.0,0.303,1,10006.0,Rent,High School,Married,0,Car,0
50,20356.0,703.0,5340.0,36,8.5,0.384,3,9170.0,Mortgage,Doctorate,Single,2,Debt Consolidation,0
51,39040.0,597.0,3000.0,36,22.4,0.084,1,4561.0,Mortgage,High School,Single,2,Car,1
26,39959.0,731.0,3000.0,60,1.5,0.182,3,6508.0,Rent,High School,Married,1,Car,0
33,,,6580.0,60,5.9,0.253,1,22060.0,Rent,Doctorate,Single,1,Medical,0
31,105780.0,639.0,49401.0,72,4.3,0.266,2,6525.0,Mortgage,Bachelor,Single,3,Car,0
50,55120.0,635.0,5593.0,48,20.4,0.217,0,3460.0,Own,Bachelor,Married,1,Car,0
53,37801.0,775.0,37023.0,36,22.3,0.135,2,4888.0,Other,High School,Married,0,Education,0
53,60328.0,704.0,20399.0,36,14.0,0.145,4,,Rent,High School,Married,2,Home Improvement,0
63,102590.0,665.0,82763.0,48,12.8,0.316,5,54999.0,Own,High School,Single,1,Medical,0
55,38810.0,716.0,15190.0,36,11.0,0.167,2,9623.0,Rent,Bachelor,Married,1,Business,0
35,40047.0,528.0,34021.0,60,10.6,0.384,5,7610.0,Rent,Bachelor,Single,0,Education,0
25,81064.0,677.0,12225.0,48,3.8,0.255,1,15464.0,Mortgage,Bachelor,Single,0,Medical,0
48,55746.0,824.0,3000.0,12,18.6,0.148,0,10901.0,Mortgage,Master,Single,0,,1
62,,690.0,16406.0,48,20.9,0.203,3,2539.0,Own,Master,Married,2,Education,1
64,61595.0,,14440.0,48,32.3,0.181,3,10556.0,Rent,Bachelor,Single,1,Debt Consolidation,0
31,86828.0,719.0,19045.0,60,4.1,0.255,3,16677.0,Rent,Doctorate,Married,1,Medical,0
31,37724.0,744.0,18176.0,36,9.4,0.133,1,15519.0,Mortgage,Master,Married,0,Debt Consolidation,0
22,61641.0,,43392.0,48,0.0,0.344,1,3293.0,Rent,Master,Married,3,Business,0
27,56036.0,559.0,13099.0,36,5.2,0.328,2,1875.0,Rent,Master,Married,0,Car,0
45,34588.0,695.0,20493.0,48,16.1,0.31,1,11624.0,,High School,Divorced,0,Business,0
45,29273.0,629.0,5266.0,12,13.0,0.212,0,3030.0,Rent,High School,Married,0,Education,0
37,86168.0,774.0,12591.0,60,10.2,0.212,1,15344.0,Own,Master,Single,1,Medical,0
34,52388.0,657.0,32509.0,60,7.7,0.268,0,7015.0,Rent,Bachelor,Single,0,Education,0
58,37956.0,541.0,7099.0,48,23.0,0.358,2,10295.0,Mortgage,Master,Single,0,Home Improvement,0
41,59203.0,589.0,9315.0,48,14.7,0.259,2,7610.0,Mortgage,Master,Single,0,Car,0
57,106547.0,482.0,37032.0,12,19.0,0.249,0,24218.0,Mortgage,High School,Single,1,Business,0
64,20747.0,663.0,8977.0,48,23.0,0.338,2,3538.0,Mortgage,Bachelor,Single,1,Medical,0
35,30227.0,666.0,15315.0,36,7.3,0.176,4,0.0,Mortgage,Doctorate,Married,2,,0
30,39811.0,649.0,16629.0,60,6.8,0.239,3,15912.0,Own,High School,Married,0,Home Improvement,0
63,125023.0,758.0,33236.0,12,23.7,0.158,2,13935.0,Rent,Master,Single,2,Home Improvement,0
49,71007.0,766.0,10203.0,60,,0.431,4,15052.0,Own,Doctorate,Married,0,Home Improvement,0
34,89608.0,668.0,,36,4.7,0.241,3,20389.0,Rent,High School,Single,0,Home Improvement,1
48,35868.0,526.0,19384.0,48,13.0,0.19,0,5100.0,Mortgage,High School,Married,0,Education,0
44,36225.0,724.0,7292.0,48,14.3,,4,10237.0,Mortgage,Bachelor,Married,2,Business,0
61,76868.0,720.0,16004.0,36,19.9,0.129,0,9921.0,Rent,Master,Single,0,Debt Consolidation,0
32,63759.0,702.0,18300.0,36,9.7,0.149,1,19580.0,Rent,Bachelor,Single,0,Education,0
65,80683.0,751.0,25036.0,60,27.9,0.223,3,34324.0,Rent,High School,Divorced,0,Home Improvement,0
63,56659.0,596.0,16179.0,48,18.7,0.232,2,4539.0,Rent,High School,Married,1,Medical,0
29,70856.0,825.0,45392.0,12,4.0,0.166,3,4598.0,Mortgage,Bachelor,Married,5,Medical,1
28,66889.0,611.0,21514.0,36,4.8,0.385,3,20828.0,Rent,Bachelor,Single,0,Debt Consolidation,0
44,90059.0,734.0,66550.0,36,8.9,0.238,1,4201.0,Own,High School,Single,0,Medical,0
23,91332.0,,24237.0,48,0.0,0.288,3,14178.0,Own,Master,Single,2,Car,0
34,28491.0,613.0,19758.0,48,,0.216,1,11529.0,Rent,High School,Divorced,3,Car,0
40,21083.0,789.0,3000.0,12,7.4,0.34,0,747.0,Rent,Master,Single,0,Business,0
64,100281.0,661.0,25522.0,48,31.2,0.102,2,54276.0,Mortgage,Master,Single,1,Debt Consolidation,0
65,109644.0,740.0,25603.0,60,36.0,0.285,1,21208.0,Own,Bachelor,Divorced,1,Business,0
27,37987.0,697.0,14769.0,60,2.7,0.303,0,12320.0,Mortgage,Bachelor,Married,0,Home Improvement,0
61,25391.0,672.0,17552.0,12,28.6,0.201,1,4228.0,Rent,High School,Single,1,Medical,0
25,65018.0,778.0,21892.0,36,1.4,0.145,0,19141.0,Other,Bachelor,Married,2,Home Improvement,0
54,96925.0,,18518.0,36,21.2,0.189,1,5485.0,Mortgage,Bachelor,Married,1,Business,0
59,146933.0,552.0,92339.0,24,24.8,0.3,0,23103.0,Rent,High School,Divorced,0,Home Improvement,0
61,79436.0,622.0,16547.0,36,21.2,0.151,1,17610.0,Own,Bachelor,Single,4,Debt Consolidation,0
31,51868.0,,27650.0,12,4.9,0.084,2,20639.0,Own,High School,Married,1,Car,0
61,40384.0,708.0,13083.0,24,23.4,0.188,1,3018.0,Mortgage,High School,Single,4,Car,1
26,62342.0,567.0,26840.0,48,4.1,0.186,1,11589.0,Rent,Bachelor,Married,1,Car,0
44,53704.0,628.0,13088.0,36,9.5,0.239,3,23616.0,Mortgage,,Married,2,,0
42,38088.0,,3000.0,60,,0.243,0,5495.0,Rent,High School,Married,1,Debt Consolidation,0
35,165759.0,654.0,106353.0,12,3.4,0.306,1,72579.0,Mortgage,,Married,2,Business,0
21,146060.0,581.0,44773.0,48,2.5,0.456,3,,Rent,High School,Married,0,Medical,0
55,106958.0,635.0,22023.0,36,23.2,,1,,Mortgage,Bachelor,Single,1,Medical,0
36,39850.0,628.0,14897.0,60,11.7,0.345,4,7450.0,Mortgage,Bachelor,Single,1,Debt Consolidation,0
50,93461.0,736.0,63210.0,60,23.9,0.173,1,9310.0,Other,High School,Single,0,Car,1
39,84281.0,,25679.0,36,13.2,0.17,2,10140.0,Own,Bachelor,Married,0,Debt Consolidation,0
37,76674.0,670.0,44604.0,48,17.5,0.418,1,11862.0,Rent,Doctorate,Single,4,Debt Consolidation,1
60,112953.0,652.0,57281.0,36,17.5,0.145,1,20209.0,Rent,Bachelor,Married,0,Education,1
25,84109.0,690.0,40338.0,48,2.9,0.276,2,34529.0,Mortgage,Bachelor,Married,0,Car,0
54,88441.0,621.0,38309.0,24,,0.057,3,8254.0,Rent,Bachelor,Divorced,1,Car,0
54,84171.0,597.0,65980.0,36,17.2,0.395,2,6125.0,Rent,Master,Married,3,Home Improvement,0
38,73019.0,612.0,28251.0,24,14.8,0.152,1,27855.0,Mortgage,Doctorate,Married,3,Business,0
32,26338.0,634.0,3000.0,60,7.0,0.332,1,3564.0,Rent,High School,Married,1,Debt Consolidation,0
21,64539.0,596.0,35466.0,36,3.0,0.259,2,17819.0,Rent,High School,Divorced,3,Education,0
63,47473.0,692.0,18313.0,48,23.1,0.305,0,2429.0,Mortgage,High School,Married,2,Education,0
63,33542.0,733.0,5116.0,36,25.4,0.214,1,9020.0,Other,Master,Single,0,Debt Consolidation,0
31,138991.0,566.0,46804.0,36,3.9,0.256,3,22601.0,Mortgage,High School,Single,2,Home Improvement,0
22,142174.0,682.0,63965.0,24,1.2,0.226,0,20579.0,Rent,Master,Divorced,0,Car,0
26,119052.0,664.0,54610.0,60,2.0,0.316,2,15438.0,Mortgage,High School,Married,0,Debt Consolidation,0
24,70080.0,705.0,20844.0,60,0.5,0.406,0,11870.0,Own,Bachelor,Married,0,Home Improvement,0
58,118562.0,679.0,72637.0,24,12.5,0.12,0,8491.0,Rent,High School,Married,0,Home Improvement,0
61,62360.0,575.0,17005.0,60,36.1,0.257,1,7137.0,Mortgage,Bachelor,Married,1,Education,0
27,68339.0,589.0,47195.0,36,1.9,0.318,1,2212.0,Mortgage,Bachelor,Married,1,Home Improvement,0
54,36681.0,682.0,14698.0,12,11.6,0.096,6,2825.0,Mortgage,Master,Divorced,1,Business,0
29,75015.0,754.0,50190.0,48,4.2,0.287,1,9506.0,Rent,Bachelor,Divorced,2,Debt Consolidation,1
37,63823.0,521.0,23625.0,24,6.2,0.374,1,8996.0,Own,Bachelor,Single,3,Business,0
47,33177.0,705.0,8145.0,24,20.7,,0,18402.0,Rent,Master,Single,2,Business,1
53,60495.0,766.0,15082.0,60,22.8,0.179,1,6619.0,Rent,Master,Single,3,Home Improvement,0
60,59672.0,669.0,15946.0,36,,0.099,0,28188.0,Rent,Master,Married,1,Home Improvement,0
23,146931.0,720.0,48270.0,60,,0.22,0,35266.0,Mortgage,Master,Married,0,Debt Consolidation,0
29,95236.0,629.0,54701.0,48,5.8,0.131,1,32612.0,Rent,Bachelor,Married,1,Car,0
33,62342.0,671.0,49780.0,60,6.5,0.26,0,13095.0,Own,Master,Married,0,Business,0
34,69864.0,563.0,25356.0,48,,0.18,0,29901.0,Own,Bachelor,Single,1,Car,0
65,63330.0,511.0,18935.0,60,27.8,0.137,1,,Rent,Master,Married,4,Medical,0
55,56246.0,748.0,6152.0,36,18.5,0.232,0,9964.0,Own,Master,Married,0,Debt Consolidation,1
35,36876.0,609.0,30547.0,48,9.1,0.274,2,2676.0,Other,High School,Married,2,Business,0
64,57664.0,647.0,38569.0,48,29.9,0.158,1,6310.0,Rent,High School,Single,1,Debt Consolidation,0
43,43337.0,580.0,17367.0,60,19.1,0.159,1,6752.0,Mortgage,Master,Single,2,Medical,0
43,34021.0,578.0,10679.0,24,13.6,0.261,3,4001.0,Other,Bachelor,Married,3,Home Improvement,0
40,79243.0,667.0,44360.0,48,,0.156,3,18422.0,Own,Bachelor,Married,0,Medical,0
27,74809.0,627.0,39409.0,60,,0.309,4,36924.0,Mortgage,Doctorate,Married,0,Debt Consolidation,0
63,26299.0,707.0,19926.0,36,30.7,0.293,3,2479.0,Own,Bachelor,Divorced,0,Education,1
21,58454.0,713.0,39383.0,60,0.4,0.255,0,7921.0,Mortgage,Bachelor,Single,0,Debt Consolidation,0
28,99990.0,703.0,,36,4.2,0.286,0,7484.0,Rent,Bachelor,Single,1,Car,0
31,103086.0,697.0,43707.0,24,5.2,,2,20209.0,Rent,High School,Single,0,Home Improvement,0
33,101447.0,794.0,21016.0,48,5.1,0.186,2,35020.0,Mortgage,Bachelor,Single,1,Business,0
26,63169.0,603.0,63207.0,36,0.0,0.223,0,13592.0,Rent,Master,Married,0,Home Improvement,0
21,41327.0,676.0,14645.0,12,0.0,,1,13362.0,Rent,High School,Single,3,Medical,0
51,36854.0,762.0,34253.0,12,12.3,0.418,0,0.0,Rent,Master,Single,1,Education,0
64,73152.0,771.0,59574.0,24,24.3,0.195,3,9507.0,Own,Master,Married,2,Business,1
26,74380.0,578.0,20316.0,60,0.3,0.442,0,27856.0,Mortgage,High School,Single,2,Car,0
34,,658.0,32009.0,60,6.0,0.171,0,12708.0,Rent,Master,Married,0,Home Improvement,0
43,105122.0,778.0,62968.0,48,12.8,0.142,0,22674.0,Rent,Master,Single,2,Debt Consolidation,1
62,58187.0,717.0,8151.0,24,26.9,0.229,0,24242.0,Rent,Bachelor,Single,0,Debt Consolidation,1
52,34121.0,694.0,22081.0,48,17.1,0.193,1,1311.0,Rent,High School,Single,1,Medical,0
55,53195.0,664.0,9111.0,60,21.1,0.33,1,5573.0,Mortgage,Bachelor,Single,2,Home Improvement,0
47,68814.0,652.0,3000.0,60,14.8,0.215,0,5311.0,Rent,Bachelor,Single,1,Education,0
39,56268.0,701.0,25605.0,36,10.8,0.101,0,12160.0,Other,High School,Married,1,Business,0
29,46981.0,662.0,27703.0,24,2.6,,3,9237.0,Rent,Bachelor,Divorced,0,Debt Consolidation,0
59,70002.0,677.0,12829.0,60,14.8,0.206,2,19110.0,Rent,Master,Single,2,Business,0
57,48678.0,686.0,25440.0,60,19.1,0.294,0,9666.0,Own,Master,Single,0,Business,0
22,45863.0,631.0,8020.0,12,0.0,0.088,0,10343.0,Rent,Master,Single,2,Medical,0
53,71998.0,718.0,8731.0,60,23.4,0.494,0,14879.0,Rent,Doctorate,Married,2,,0
24,51120.0,830.0,27860.0,24,4.0,0.14,2,54.0,Rent,High School,Single,3,Debt Consolidation,0
54,69707.0,552.0,21600.0,12,12.1,0.183,2,19520.0,Mortgage,High School,Single,2,Debt Consolidation,0
58,70688.0,703.0,28256.0,60,21.7,0.208,0,15481.0,Rent,Bachelor,Divorced,0,Debt Consolidation,1
26,35881.0,625.0,35227.0,48,4.6,0.171,1,3728.0,Own,Bachelor,Divorced,0,Car,0
40,49212.0,722.0,14177.0,36,12.3,0.031,1,9312.0,Mortgage,High School,Married,2,Business,1
26,123627.0,683.0,63422.0,60,5.8,0.422,3,12330.0,Own,Master,Single,1,Debt Consolidation,0
46,35493.0,735.0,6431.0,60,16.3,0.123,1,10956.0,Mortgage,High School,Single,2,Debt Consolidation,0
62,22447.0,765.0,3000.0,12,24.6,0.153,3,4249.0,Own,Bachelor,Single,3,Education,1
24,25367.0,694.0,3000.0,48,2.5,0.107,2,8674.0,Mortgage,,Married,2,Education,1
38,62872.0,762.0,36503.0,60,10.0,0.335,1,7016.0,Mortgage,Bachelor,Married,1,Debt Consolidation,0
64,62927.0,511.0,56943.0,48,33.8,0.205,3,11950.0,Mortgage,Bachelor,Single,1,Debt Consolidation,0
34,58597.0,795.0,18801.0,72,7.7,0.198,0,24613.0,Mortgage,High School,Divorced,1,Car,0
26,111046.0,707.0,12404.0,60,3.0,0.261,1,12200.0,Rent,Master,Married,0,Education,0
42,18000.0,758.0,3000.0,24,10.7,0.227,1,1961.0,Mortgage,Master,Married,0,Debt Consolidation,0
43,74977.0,592.0,42185.0,24,9.6,0.185,1,15919.0,Rent,Bachelor,Single,0,Business,0
50,131187.0,620.0,63819.0,60,10.0,0.428,0,3182.0,Mortgage,High School,Single,2,Car,0
35,36082.0,691.0,29469.0,72,8.2,0.097,1,6495.0,Rent,Bachelor,Single,1,Home Improvement,0
64,51667.0,679.0,26335.0,24,23.2,0.437,0,17987.0,Rent,Bachelor,Married,2,Education,0
44,43196.0,700.0,15982.0,24,15.2,0.281,1,3412.0,Rent,High School,Single,0,Home Improvement,0
33,40360.0,758.0,,60,9.3,0.201,1,357.0,Rent,High School,Single,2,Car,0
64,53013.0,553.0,20138.0,12,24.1,0.213,2,3047.0,Rent,High School,Married,0,Medical,0
62,123018.0,750.0,33501.0,12,18.3,0.175,0,7591.0,Rent,Bachelor,Married,2,Debt Consolidation,0
43,149767.0,681.0,99740.0,60,13.9,0.332,0,12019.0,Mortgage,Bachelor,Married,3,Education,0
22,52767.0,665.0,14239.0,60,0.9,0.164,2,2846.0,Mortgage,Master,Married,0,Home Improvement,1
47,154712.0,,84529.0,60,10.3,0.177,0,60454.0,Other,Bachelor,Married,1,Business,0
45,63068.0,716.0,43877.0,48,13.1,0.259,1,805.0,Own,Bachelor,Married,2,Education,1
27,143869.0,506.0,92119.0,36,4.8,0.421,1,13007.0,Rent,High School,Single,0,Debt Consolidation,0
49,59285.0,727.0,13605.0,60,10.0,0.137,0,3772.0,Mortgage,Master,Single,2,Home Improvement,0
58,66026.0,573.0,38457.0,36,21.3,0.325,1,27460.0,Mortgage,High School,Married,1,Debt Consolidation,0
25,73889.0,684.0,40122.0,36,3.0,0.297,0,17327.0,Rent,High School,Single,1,Debt Consolidation,0
53,240000.0,,130000.0,60,18.2,0.451,1,54815.0,Mortgage,Bachelor,Married,1,Home Improvement,0
27,93294.0,764.0,38609.0,60,0.0,0.158,0,33259.0,Mortgage,Master,Married,0,Debt Consolidation,0
54,44152.0,,26244.0,60,,0.253,2,4854.0,Mortgage,Master,Single,0,Debt Consolidation,0
39,98717.0,630.0,24232.0,24,16.5,0.384,1,17712.0,Rent,Bachelor,Married,0,,0
21,52115.0,644.0,24530.0,72,0.0,0.335,3,3552.0,Mortgage,Bachelor,Married,2,Debt Consolidation,0
64,49011.0,772.0,30966.0,48,27.5,0.285,2,9445.0,Rent,Bachelor,Married,0,Home Improvement,1
28,95896.0,719.0,31377.0,48,2.1,0.175,2,14153.0,Own,Bachelor,Divorced,1,Education,1
47,62932.0,652.0,4593.0,60,19.8,0.429,4,22754.0,Other,Bachelor,Single,1,Business,0
29,,663.0,65873.0,36,6.8,0.349,5,2384.0,Rent,Bachelor,Single,2,Car,0
62,62418.0,567.0,36058.0,60,16.5,0.355,1,27429.0,Own,High School,Single,5,Car,0
54,72871.0,708.0,52754.0,48,23.5,0.423,0,41416.0,Own,Doctorate,Married,1,Car,0
57,76029.0,553.0,14295.0,60,25.7,0.325,1,13456.0,Mortgage,High School,Single,2,Business,0
40,24469.0,734.0,13327.0,60,16.0,0.397,1,1944.0,Rent,High School,Married,0,Car,0
42,85378.0,689.0,12010.0,60,8.3,0.209,0,8680.0,Own,Master,Single,0,Car,1
49,38697.0,830.0,,12,11.0,0.393,0,8741.0,Mortgage,Master,Married,1,Debt Consolidation,0
56,31026.0,601.0,7373.0,24,27.6,0.083,1,11710.0,Rent,Bachelor,Married,0,Debt Consolidation,0
59,60286.0,673.0,42938.0,72,30.3,0.466,1,19903.0,Mortgage,Bachelor,Single,0,Education,0
21,64550.0,809.0,37083.0,72,0.7,0.171,1,23125.0,Mortgage,High School,Married,1,Business,0
50,44445.0,766.0,20757.0,72,,0.251,2,2522.0,Rent,Master,Married,0,Car,1
25,92391.0,630.0,43624.0,12,0.0,0.535,1,8806.0,Other,High School,Married,0,Medical,0
33,,696.0,23810.0,36,8.2,,0,3765.0,Rent,Doctorate,Married,1,Medical,0
58,50999.0,680.0,4727.0,60,15.3,0.422,4,16514.0,Mortgage,High School,Married,1,Home Improvement,0
32,46824.0,700.0,8086.0,60,6.6,0.209,1,13932.0,Mortgage,Bachelor,Married,0,Business,0
56,60629.0,630.0,3000.0,24,15.8,,0,16521.0,Rent,Bachelor,Married,2,Medical,0
41,70880.0,674.0,20112.0,48,11.7,0.24,0,24212.0,Mortgage,High School,Single,0,Home Improvement,0
31,38219.0,565.0,16910.0,24,6.1,0.246,1,6670.0,,Bachelor,Married,1,Car,0
36,87776.0,690.0,33357.0,36,6.0,0.274,0,,Mortgage,Master,Single,3,Car,0
44,63904.0,712.0,31571.0,36,14.4,0.537,1,8548.0,Mortgage,High School,Married,0,Business,0
55,,664.0,3000.0,12,13.9,0.114,1,8514.0,Other,Doctorate,Single,3,Home Improvement,0
48,24216.0,564.0,3000.0,24,14.7,0.232,3,4309.0,Own,Bachelor,Divorced,0,Business,0
62,61634.0,751.0,19438.0,60,23.0,0.18,2,20476.0,Rent,,Single,0,,0
60,55761.0,706.0,23137.0,60,19.4,0.389,1,17177.0,Rent,Bachelor,Single,2,Business,0
54,58997.0,628.0,25560.0,72,21.1,0.167,0,,Mortgage,Bachelor,Single,0,Debt Consolidation,0
48,61173.0,660.0,7683.0,36,18.3,0.201,1,6655.0,Own,Bachelor,Single,0,Car,0
34,69090.0,572.0,3000.0,36,6.1,0.312,2,14412.0,Own,Master,Single,2,Car,0
39,97710.0,606.0,41949.0,36,16.9,0.177,0,21879.0,Mortgage,Bachelor,Married,2,Debt Consolidation,0
26,36372.0,641.0,13471.0,48,2.8,0.375,3,3854.0,Own,Bachelor,Single,1,Car,1
37,35325.0,768.0,20863.0,36,12.4,0.178,2,7077.0,Rent,Bachelor,Single,0,Home Improvement,0
62,36684.0,634.0,18026.0,60,,0.133,3,4690.0,Rent,Bachelor,Single,0,Debt Consolidation,0
40,71223.0,726.0,37206.0,60,11.9,0.133,1,4825.0,Mortgage,High School,Single,2,Business,1
26,112698.0,641.0,36505.0,60,2.6,0.172,1,2284.0,Rent,High School,Divorced,3,Debt Consolidation,0
50,50405.0,698.0,20604.0,36,17.5,0.213,0,10349.0,Mortgage,Bachelor,Single,0,Business,1
64,18659.0,670.0,5850.0,48,17.5,0.369,2,12002.0,Mortgage,Master,Married,4,Medical,0
60,27364.0,743.0,3000.0,36,29.8,0.18,1,4766.0,Own,High School,Married,1,Debt Consolidation,1
33,41566.0,641.0,45960.0,12,7.0,0.492,0,5964.0,Other,Bachelor,Married,1,Home Improvement,0
41,47438.0,567.0,3000.0,60,13.3,0.078,1,5457.0,Rent,High School,Married,0,Debt Consolidation,0
44,50963.0,580.0,17792.0,48,8.1,0.371,1,23464.0,Mortgage,Bachelor,Single,0,Debt Consolidation,0
32,63159.0,642.0,26343.0,60,1.6,0.189,0,9133.0,Mortgage,Master,Married,2,Medical,0
33,53383.0,590.0,9990.0,24,8.9,0.19,1,16293.0,Rent,Master,Married,1,Business,0
31,102598.0,710.0,23769.0,72,1.6,0.24,1,15708.0,Own,Master,Single,1,Education,0
65,44820.0,646.0,23744.0,72,22.5,0.279,2,4813.0,Mortgage,Master,Divorced,2,Medical,0
54,40986.0,830.0,12656.0,36,15.8,0.245,4,14955.0,Rent,High School,Single,2,Education,0
58,78022.0,555.0,24901.0,60,20.6,0.133,3,9432.0,Own,Bachelor,Divorced,1,Home Improvement,0
57,29667.0,695.0,13348.0,36,,0.233,0,3893.0,Mortgage,High School,Divorced,2,Home Improvement,0
64,74753.0,599.0,15837.0,60,21.2,0.159,2,19972.0,Rent,Master,Single,1,Business,0
25,65128.0,644.0,28184.0,60,5.8,0.119,1,16226.0,Rent,Master,Single,0,Home Improvement,0
60,57764.0,690.0,,60,15.2,0.241,0,11593.0,Own,,Married,1,Debt Consolidation,0
23,132888.0,513.0,53366.0,60,3.0,0.23,0,28074.0,Own,High School,Single,1,Medical,0
42,45992.0,697.0,23971.0,36,7.4,0.133,0,6083.0,Rent,Bachelor,Married,0,Business,0
47,166680.0,817.0,87698.0,60,17.6,0.194,5,40470.0,Rent,Doctorate,Single,0,,1
37,55641.0,647.0,59298.0,60,8.4,0.139,3,6891.0,Rent,High School,Single,1,Car,0
