Applicant_ID,Age,Gender,Married,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Term,Credit_History,Existing_Loans,Debt_to_Income_Ratio,Employment_Status,Property_Area,Loan_Eligibility
APP0199,34,Female,No,Graduate,No,21917.0,8000.0,189323.0,300,Poor,1.0,0.95,Contract,Semiurban,NOT_ELIGIBLE
APP0200,59,Male,No,Not Graduate,No,31944.0,15000.0,323685.0,300,Good,0.0,0.95,Self-Employed,Urban,ELIGIBLE
APP0201,35,Male,Yes,Not Graduate,No,87240.0,26959.0,407335.0,300,Poor,0.0,0.95,Salaried,Semiurban,NOT_ELIGIBLE
APP0202,57,Male,Yes,Graduate,No,19977.0,18654.0,152130.0,360,Good,,0.924,Self-Employed,Rural,NOT_ELIGIBLE
APP0203,40,Male,Yes,Not Graduate,No,38073.0,35690.0,142202.0,360,Good,3.0,0.424,Salaried,Semiurban,NOT_ELIGIBLE
APP0204,48,Female,Yes,Not Graduate,No,45398.0,36414.0,625478.0,360,Poor,0.0,0.95,Contract,Urban,NOT_ELIGIBLE
APP0205,39,Male,Yes,Not Graduate,No,127011.0,27217.0,331472.0,480,Good,1.0,0.411,Self-Employed,Semiurban,ELIGIBLE
APP0206,31,Male,No,Not Graduate,No,79540.0,8000.0,228962.0,240,Good,1.0,0.95,Salaried,Urban,ELIGIBLE
APP0207,51,Male,No,Graduate,No,42093.0,8000.0,178841.0,180,Good,2.0,0.95,Self-Employed,Semiurban,ELIGIBLE
APP0208,59,Male,No,Graduate,No,102873.0,15000.0,219155.0,360,Good,0.0,0.356,Contract,Semiurban,ELIGIBLE
APP0209,31,Male,Yes,Not Graduate,Yes,38547.0,13029.0,158114.0,480,Poor,0.0,0.566,Contract,Urban,NOT_ELIGIBLE
APP0210,52,Male,No,Graduate,No,89273.0,0.0,427873.0,360,Good,2.0,0.95,Self-Employed,Urban,ELIGIBLE
APP0211,31,Male,Yes,Graduate,No,28648.0,10596.0,192857.0,120,Poor,1.0,0.95,Contract,Rural,NOT_ELIGIBLE
APP0212,49,Male,Yes,Graduate,No,92065.0,29283.0,473280.0,300,Good,1.0,0.95,Salaried,Urban,ELIGIBLE
APP0213,52,Female,Yes,Graduate,No,45258.0,47887.0,231016.0,180,Good,1.0,0.95,Contract,Rural,ELIGIBLE
APP0214,38,Male,No,Graduate,No,33571.0,0.0,169691.0,360,Good,0.0,0.95,Contract,Semiurban,ELIGIBLE
APP0215,50,Male,Yes,Not Graduate,No,49556.0,26451.0,228187.0,360,Poor,2.0,0.752,Salaried,Semiurban,NOT_ELIGIBLE
APP0216,31,Male,No,Graduate,No,62832.0,15000.0,79455.0,360,Good,3.0,0.293,Salaried,Urban,ELIGIBLE
APP0217,24,Female,Yes,Not Graduate,No,43374.0,18045.0,264230.0,360,Poor,1.0,0.95,Salaried,Urban,NOT_ELIGIBLE
APP0218,24,Male,No,Not Graduate,Yes,71753.0,8000.0,258045.0,300,Good,0.0,0.912,Salaried,Urban,ELIGIBLE
APP0219,38,Male,Yes,Graduate,No,41575.0,32534.0,415992.0,360,Good,0.0,0.95,Salaried,Semiurban,ELIGIBLE
APP0220,57,Male,Yes,Graduate,No,74078.0,14152.0,113223.0,120,Good,0.0,0.924,Salaried,Rural,NOT_ELIGIBLE
APP0221,26,Male,No,Graduate,No,,8000.0,489060.0,360,Good,3.0,0.95,Self-Employed,Rural,ELIGIBLE
APP0222,39,Female,Yes,Not Graduate,No,53415.0,18752.0,415166.0,360,Poor,2.0,0.95,Salaried,Urban,NOT_ELIGIBLE
APP0223,49,Male,Yes,Not Graduate,No,44499.0,14423.0,510694.0,360,Good,1.0,0.95,Salaried,Urban,NOT_ELIGIBLE
APP0224,29,Female,Yes,Graduate,No,59150.0,9741.0,273003.0,300,Good,0.0,0.95,Self-Employed,Urban,ELIGIBLE
APP0225,49,Female,Yes,Graduate,No,71626.0,25936.0,455529.0,360,Good,2.0,0.95,Salaried,Rural,ELIGIBLE
APP0226,33,Male,Yes,Graduate,No,147968.0,39367.0,138185.0,360,Good,1.0,0.19,Salaried,Urban,ELIGIBLE
APP0227,53,Female,Yes,Graduate,No,86337.0,26277.0,394276.0,240,Good,4.0,0.95,Contract,Urban,NOT_ELIGIBLE
APP0228,44,Male,Yes,Not Graduate,No,87866.0,94281.0,193375.0,240,Poor,1.0,0.38,Unemployed,Semiurban,NOT_ELIGIBLE
APP0229,42,Female,No,Not Graduate,No,242213.0,0.0,126737.0,360,Good,,0.169,Self-Employed,Semiurban,ELIGIBLE
APP0230,28,Male,Yes,Graduate,No,70456.0,18014.0,163237.0,300,Good,2.0,0.52,Salaried,Urban,ELIGIBLE
APP0231,39,Male,Yes,Not Graduate,No,69405.0,17891.0,280744.0,180,Good,2.0,0.95,Salaried,Semiurban,ELIGIBLE
APP0232,55,Male,Yes,Graduate,No,77112.0,29855.0,188505.0,240,Good,0.0,0.666,Unemployed,Urban,ELIGIBLE
APP0233,21,Male,Yes,Not Graduate,No,33887.0,12760.0,335394.0,240,Good,0.0,0.95,Self-Employed,Urban,ELIGIBLE
APP0234,51,Male,No,Graduate,No,44445.0,0.0,117547.0,360,Good,1.0,0.562,Contract,Urban,ELIGIBLE
APP0235,40,Female,No,Graduate,No,43137.0,0.0,100865.0,360,Good,0.0,0.505,Self-Employed,Urban,ELIGIBLE
APP0236,49,Male,No,Not Graduate,No,75053.0,0.0,541063.0,240,Good,0.0,0.95,Salaried,Rural,NOT_ELIGIBLE
APP0237,47,Male,Yes,Graduate,No,50589.0,34383.0,432081.0,360,Poor,0.0,0.95,Salaried,Semiurban,ELIGIBLE
APP0238,38,Male,Yes,Graduate,No,58773.0,67416.0,169208.0,300,Poor,2.0,0.269,Contract,Rural,ELIGIBLE
APP0239,33,Male,Yes,Not Graduate,No,92695.0,24586.0,279597.0,300,Poor,0.0,0.665,Contract,Urban,NOT_ELIGIBLE
APP0240,46,,Yes,Graduate,No,83233.0,20441.0,456758.0,240,Good,0.0,0.95,Salaried,Semiurban,ELIGIBLE
APP0241,26,Female,Yes,Graduate,No,50892.0,58657.0,342409.0,360,Good,0.0,0.725,Self-Employed,Rural,NOT_ELIGIBLE
APP0242,44,Male,No,Graduate,No,39874.0,0.0,,480,Good,1.0,0.95,Salaried,Urban,NOT_ELIGIBLE
APP0243,24,Male,Yes,Graduate,No,94847.0,17857.0,473648.0,360,Good,1.0,0.95,Unemployed,Rural,ELIGIBLE
APP0244,46,Male,Yes,Graduate,No,79742.0,22074.0,197166.0,180,Good,2.0,0.95,Salaried,Semiurban,ELIGIBLE
APP0245,46,Male,Yes,Graduate,No,25440.0,24979.0,284222.0,300,Good,0.0,0.95,Contract,Semiurban,ELIGIBLE
APP0246,24,Male,Yes,Not Graduate,No,47324.0,27833.0,277611.0,240,Poor,2.0,0.95,Salaried,Urban,NOT_ELIGIBLE
APP0247,51,Female,Yes,Graduate,No,59548.0,9109.0,245639.0,360,Poor,2.0,0.95,Self-Employed,Semiurban,NOT_ELIGIBLE
APP0248,37,Male,Yes,Graduate,Yes,79932.0,8072.0,232219.0,180,Good,1.0,0.95,Self-Employed,Semiurban,ELIGIBLE
APP0249,52,Female,No,Not Graduate,No,85130.0,15000.0,289967.0,480,Good,0.0,0.657,Salaried,Rural,ELIGIBLE
APP0250,22,Male,Yes,Graduate,No,63030.0,11751.0,284663.0,360,Good,0.0,0.871,Contract,Rural,ELIGIBLE
APP0251,28,Male,Yes,Not Graduate,No,72839.0,14477.0,169278.0,360,Good,2.0,0.368,Contract,Semiurban,ELIGIBLE
APP0252,40,Female,Yes,Graduate,No,56720.0,33235.0,411435.0,360,Poor,0.0,0.95,Contract,Rural,NOT_ELIGIBLE
APP0253,28,Female,No,Not Graduate,No,39801.0,0.0,175234.0,120,Poor,2.0,0.95,Salaried,Rural,NOT_ELIGIBLE
APP0254,34,Female,Yes,Graduate,No,48518.0,24996.0,252153.0,360,Good,0.0,0.859,Contract,Semiurban,ELIGIBLE
APP0255,47,Female,No,Graduate,No,55504.0,0.0,242998.0,180,Good,3.0,0.95,Self-Employed,Urban,NOT_ELIGIBLE
APP0256,26,Female,No,Not Graduate,No,54092.0,0.0,332513.0,360,Good,0.0,0.95,Self-Employed,Urban,NOT_ELIGIBLE
APP0257,48,Female,Yes,Graduate,No,22248.0,32226.0,101253.0,360,Good,1.0,0.433,Salaried,Urban,ELIGIBLE
APP0258,25,Male,No,Graduate,No,45447.0,0.0,429416.0,180,Good,1.0,0.95,Self-Employed,Urban,NOT_ELIGIBLE
APP0259,28,Female,Yes,Graduate,No,56504.0,13737.0,202317.0,360,Good,5.0,0.677,Salaried,Rural,NOT_ELIGIBLE
APP0260,44,Male,No,Graduate,No,48052.0,8000.0,502890.0,120,Good,1.0,0.95,Salaried,Urban,ELIGIBLE
APP0261,52,Male,Yes,Graduate,,48855.0,91863.0,222576.0,240,Good,2.0,0.626,Salaried,Semiurban,ELIGIBLE
APP0262,27,Male,No,Graduate,No,69517.0,0.0,273512.0,360,Good,0.0,0.95,Salaried,Semiurban,ELIGIBLE
APP0263,32,Female,Yes,Graduate,No,32767.0,14020.0,701630.0,360,Good,1.0,0.95,Salaried,Semiurban,NOT_ELIGIBLE
APP0264,58,Female,Yes,Graduate,Yes,25176.0,19650.0,245100.0,360,Good,1.0,0.95,Salaried,Urban,NOT_ELIGIBLE
APP0265,60,Male,Yes,Graduate,,46535.0,23358.0,507470.0,360,Poor,2.0,0.95,Contract,Semiurban,NOT_ELIGIBLE
APP0266,44,Female,No,Graduate,No,79369.0,15000.0,285297.0,360,Good,0.0,0.717,Self-Employed,Semiurban,ELIGIBLE
APP0267,38,Female,Yes,Graduate,No,123638.0,21556.0,341788.0,300,Good,2.0,0.636,Salaried,Semiurban,NOT_ELIGIBLE
APP0268,34,Male,Yes,Graduate,No,80058.0,8609.0,289562.0,240,Good,2.0,0.95,Contract,Urban,ELIGIBLE
APP0269,45,Male,No,Graduate,Yes,27182.0,0.0,420632.0,480,Good,3.0,0.95,Contract,Semiurban,NOT_ELIGIBLE
APP0270,44,Male,No,Graduate,No,49195.0,0.0,201489.0,180,Good,1.0,0.95,,Urban,ELIGIBLE
APP0271,32,Female,Yes,Graduate,No,62210.0,19759.0,174591.0,360,Good,3.0,0.454,Contract,Semiurban,ELIGIBLE
APP0272,21,Male,Yes,Graduate,No,59894.0,15226.0,206082.0,300,Good,4.0,0.72,Unemployed,Semiurban,NOT_ELIGIBLE
APP0273,27,Female,Yes,Graduate,No,71250.0,19609.0,293727.0,300,Poor,0.0,0.95,Self-Employed,Urban,ELIGIBLE
APP0274,59,Male,No,Graduate,No,35416.0,0.0,251841.0,360,Good,4.0,0.95,Unemployed,Rural,NOT_ELIGIBLE
APP0275,37,Female,Yes,Graduate,No,56742.0,39219.0,393752.0,360,Good,1.0,0.95,Unemployed,Urban,ELIGIBLE
APP0276,40,Male,No,Graduate,No,67295.0,0.0,523774.0,360,Poor,0.0,0.95,Salaried,Rural,NOT_ELIGIBLE
APP0277,39,Female,Yes,Not Graduate,No,81749.0,28516.0,175280.0,360,Good,3.0,0.432,Contract,Rural,ELIGIBLE
APP0278,52,Male,Yes,Graduate,Yes,37360.0,15472.0,196860.0,300,Good,1.0,0.95,Contract,Urban,NOT_ELIGIBLE
APP0279,23,Male,Yes,Graduate,No,46603.0,31910.0,140526.0,360,Poor,0.0,0.446,Contract,Urban,ELIGIBLE
APP0280,24,Female,Yes,Graduate,No,15022.0,28086.0,742014.0,120,Good,1.0,0.95,Contract,Urban,NOT_ELIGIBLE
APP0281,32,Female,No,Graduate,Yes,40814.0,0.0,324093.0,360,Good,2.0,0.95,Salaried,Rural,NOT_ELIGIBLE
APP0282,40,Female,Yes,Graduate,No,42760.0,34981.0,352516.0,300,Good,2.0,0.95,Salaried,Semiurban,ELIGIBLE
APP0283,47,Male,Yes,Graduate,No,33715.0,32257.0,147155.0,360,Good,2.0,0.434,Self-Employed,Urban,ELIGIBLE
APP0284,40,Male,No,Graduate,No,59551.0,0.0,279843.0,240,Poor,0.0,0.95,Contract,Semiurban,NOT_ELIGIBLE
APP0285,38,Male,No,Graduate,No,53543.0,15000.0,357533.0,360,Good,2.0,0.95,Contract,Urban,ELIGIBLE
APP0286,58,Male,No,Not Graduate,No,18595.0,8000.0,248009.0,360,Good,1.0,0.95,Contract,Semiurban,NOT_ELIGIBLE
APP0287,27,Male,Yes,Not Graduate,No,60994.0,14400.0,469247.0,360,Good,1.0,0.95,Contract,Semiurban,ELIGIBLE
APP0288,43,Female,Yes,Graduate,No,35224.0,14623.0,849348.0,180,Good,2.0,0.95,Unemployed,Urban,NOT_ELIGIBLE
APP0289,42,Female,No,Graduate,No,69440.0,8000.0,177718.0,480,Good,0.0,0.418,Salaried,Rural,ELIGIBLE
APP0290,39,Female,Yes,Not Graduate,No,29727.0,28817.0,171432.0,300,Good,1.0,0.905,Unemployed,Urban,ELIGIBLE
APP0291,53,Female,Yes,Graduate,Yes,55798.0,12876.0,183730.0,300,Poor,2.0,0.76,Salaried,Semiurban,ELIGIBLE
APP0292,31,Female,No,Not Graduate,No,48010.0,15000.0,605325.0,300,Good,1.0,0.95,Self-Employed,Semiurban,NOT_ELIGIBLE
APP0293,59,Male,Yes,Graduate,No,63613.0,20696.0,461795.0,300,Poor,0.0,0.95,Salaried,Rural,NOT_ELIGIBLE
APP0294,34,Male,Yes,Not Graduate,No,58393.0,5213.0,262365.0,360,Good,3.0,0.909,Self-Employed,Semiurban,NOT_ELIGIBLE
APP0295,42,Male,No,Not Graduate,No,48660.0,0.0,284957.0,240,Good,1.0,0.95,Salaried,Rural,ELIGIBLE
APP0296,41,Female,Yes,Graduate,,26309.0,19862.0,189208.0,300,Good,3.0,0.95,Salaried,Urban,ELIGIBLE
APP0297,54,Male,Yes,Graduate,No,27066.0,19823.0,429234.0,360,Poor,2.0,0.95,,Rural,NOT_ELIGIBLE
APP0298,38,Male,Yes,Graduate,No,41557.0,55223.0,233326.0,360,Good,1.0,0.659,Contract,Urban,NOT_ELIGIBLE
APP0299,32,Male,Yes,Graduate,No,54782.0,9982.0,247139.0,360,Good,1.0,0.829,Salaried,Semiurban,ELIGIBLE
APP0300,21,Male,Yes,Graduate,Yes,41074.0,12872.0,375031.0,360,Poor,2.0,0.95,Self-Employed,Urban,NOT_ELIGIBLE
APP0301,35,Male,No,Not Graduate,No,74250.0,0.0,255840.0,240,Good,1.0,0.95,,Rural,NOT_ELIGIBLE
APP0302,54,Female,No,Graduate,No,48101.0,15000.0,250136.0,360,Good,5.0,0.95,Salaried,Rural,NOT_ELIGIBLE
APP0303,21,Male,Yes,Graduate,No,34609.0,17011.0,281425.0,120,Good,1.0,0.95,Salaried,Semiurban,NOT_ELIGIBLE
APP0304,56,Male,Yes,Not Graduate,Yes,48127.0,15793.0,410165.0,300,Good,2.0,0.95,Self-Employed,Semiurban,ELIGIBLE
APP0305,42,,No,Graduate,No,61298.0,8000.0,617146.0,180,Good,1.0,0.95,Contract,Semiurban,ELIGIBLE
APP0306,26,Male,Yes,Graduate,No,64282.0,38492.0,370859.0,360,Good,0.0,0.821,Self-Employed,Urban,ELIGIBLE
APP0307,33,Female,Yes,Not Graduate,No,135498.0,23142.0,411735.0,300,Poor,1.0,0.709,Contract,Semiurban,NOT_ELIGIBLE
APP0308,43,Male,Yes,Graduate,No,39895.0,17290.0,254388.0,360,Good,0.0,0.95,Self-Employed,Semiurban,ELIGIBLE
APP0309,33,Male,No,Graduate,No,53094.0,0.0,199347.0,300,Good,0.0,0.95,Contract,Semiurban,ELIGIBLE
APP0310,25,Male,Yes,Graduate,No,67483.0,21719.0,383256.0,360,Poor,1.0,0.95,Unemployed,Urban,NOT_ELIGIBLE
APP0311,47,Male,No,Not Graduate,No,54385.0,8000.0,303987.0,360,Good,1.0,0.95,Salaried,Rural,NOT_ELIGIBLE
APP0312,47,Female,Yes,Graduate,No,43252.0,7210.0,141447.0,180,Good,1.0,0.95,Salaried,Urban,ELIGIBLE
APP0313,25,Male,Yes,Graduate,Yes,26146.0,16514.0,239204.0,360,Good,1.0,0.95,Salaried,Semiurban,ELIGIBLE
APP0314,32,Male,Yes,Graduate,No,,35930.0,269077.0,360,Good,1.0,0.817,,Urban,ELIGIBLE
APP0315,30,Male,Yes,Graduate,Yes,32850.0,96621.0,219153.0,360,Good,1.0,0.376,Self-Employed,Urban,ELIGIBLE
APP0316,47,Female,Yes,Not Graduate,No,24012.0,22899.0,570220.0,180,Poor,1.0,0.95,Salaried,Urban,NOT_ELIGIBLE
APP0317,50,Female,Yes,Graduate,No,37540.0,13377.0,352522.0,360,Poor,1.0,0.95,Contract,Urban,NOT_ELIGIBLE
APP0318,50,Female,Yes,Not Graduate,No,33272.0,10184.0,541267.0,300,Good,1.0,0.95,Unemployed,Semiurban,NOT_ELIGIBLE
APP0319,58,Male,Yes,Graduate,No,72788.0,31495.0,317740.0,120,Good,0.0,0.95,Salaried,Semiurban,ELIGIBLE
APP0320,51,Male,Yes,Graduate,No,73395.0,6987.0,291155.0,240,Poor,0.0,0.95,Salaried,Semiurban,NOT_ELIGIBLE
APP0321,33,Male,Yes,Not Graduate,No,35640.0,31462.0,178613.0,360,Good,0.0,0.667,Salaried,Semiurban,NOT_ELIGIBLE
APP0322,25,Male,No,Graduate,No,48542.0,0.0,281608.0,300,Poor,3.0,0.95,Salaried,Urban,NOT_ELIGIBLE
APP0323,45,Female,Yes,Graduate,No,22542.0,29213.0,281760.0,360,Good,0.0,0.95,Contract,Urban,NOT_ELIGIBLE
APP0324,57,Female,No,Not Graduate,Yes,43382.0,8000.0,145267.0,300,Good,1.0,0.845,Self-Employed,Semiurban,NOT_ELIGIBLE
APP0325,60,Male,No,Graduate,No,66609.0,0.0,216116.0,360,Poor,2.0,0.894,,Semiurban,ELIGIBLE
APP0326,30,Male,Yes,Graduate,No,81720.0,24585.0,239754.0,300,Good,0.0,0.608,Salaried,Semiurban,ELIGIBLE
APP0327,30,Female,No,Not Graduate,No,39059.0,0.0,341470.0,360,Good,0.0,0.95,Salaried,Urban,NOT_ELIGIBLE
APP0328,22,Male,No,Graduate,No,91124.0,0.0,349407.0,360,Poor,1.0,0.862,Salaried,Rural,NOT_ELIGIBLE
APP0329,26,Male,No,Graduate,No,26570.0,0.0,211824.0,300,Good,1.0,0.95,Salaried,Urban,NOT_ELIGIBLE
APP0330,43,Male,Yes,Graduate,Yes,30219.0,36426.0,350670.0,180,Good,1.0,0.95,Self-Employed,Semiurban,NOT_ELIGIBLE
APP0331,42,Male,Yes,Graduate,Yes,77321.0,4567.0,256567.0,360,Good,1.0,0.757,Self-Employed,Urban,NOT_ELIGIBLE
APP0332,35,Male,Yes,Graduate,Yes,122667.0,50438.0,70624.0,480,Good,1.0,0.142,Contract,Semiurban,ELIGIBLE
APP0333,33,Male,Yes,Graduate,No,69699.0,57153.0,221879.0,480,Good,0.0,0.4,Salaried,Semiurban,ELIGIBLE
APP0334,54,Male,No,Graduate,No,53945.0,8000.0,469987.0,240,Good,1.0,0.95,Contract,Semiurban,ELIGIBLE
APP0335,39,Male,No,Graduate,No,19176.0,0.0,124901.0,360,Good,3.0,0.95,Salaried,Urban,ELIGIBLE
APP0336,53,Male,Yes,Graduate,No,20833.0,31629.0,295563.0,300,Poor,,0.95,Salaried,Semiurban,NOT_ELIGIBLE
APP0337,59,Male,No,Graduate,No,58525.0,15000.0,599272.0,240,Good,1.0,0.95,Contract,Urban,ELIGIBLE
APP0338,33,Female,Yes,Graduate,No,46315.0,31396.0,194357.0,360,Good,2.0,0.658,Self-Employed,Semiurban,NOT_ELIGIBLE
APP0339,29,Female,No,Graduate,No,32347.0,15000.0,280289.0,360,Good,2.0,0.95,Salaried,Urban,NOT_ELIGIBLE
APP0340,59,Male,Yes,Graduate,No,56758.0,14811.0,149734.0,360,Poor,1.0,0.461,Salaried,Urban,NOT_ELIGIBLE
APP0341,46,Male,No,Graduate,No,58125.0,0.0,611467.0,360,Good,0.0,0.95,Contract,Semiurban,ELIGIBLE
APP0342,32,Female,No,Not Graduate,Yes,86544.0,0.0,269021.0,300,Poor,1.0,0.89,Unemployed,Urban,NOT_ELIGIBLE
APP0343,45,Male,Yes,Graduate,No,58727.0,13900.0,286337.0,360,Good,1.0,0.936,Self-Employed,Urban,NOT_ELIGIBLE
APP0344,41,Male,Yes,Graduate,No,99183.0,13657.0,536386.0,300,Good,0.0,0.95,Salaried,Rural,ELIGIBLE
APP0345,57,Female,No,Not Graduate,No,55211.0,0.0,384637.0,180,Poor,0.0,0.95,Salaried,Rural,NOT_ELIGIBLE
APP0346,31,Male,Yes,Graduate,No,52038.0,35419.0,183918.0,300,Poor,1.0,0.661,Salaried,Rural,ELIGIBLE
APP0347,60,Female,Yes,Graduate,No,91671.0,11485.0,205223.0,480,Good,1.0,0.359,Salaried,Urban,ELIGIBLE
APP0348,58,Male,No,,No,34387.0,15000.0,355085.0,360,Good,2.0,0.95,Self-Employed,Semiurban,ELIGIBLE
APP0349,28,Male,Yes,Graduate,No,212357.0,35748.0,207517.0,180,,0.0,0.333,Contract,Rural,ELIGIBLE
APP0350,27,Male,Yes,Graduate,No,65855.0,20774.0,101343.0,360,Good,0.0,0.236,Salaried,Urban,ELIGIBLE
APP0351,42,Male,Yes,Not Graduate,No,66031.0,42418.0,272935.0,480,Poor,,0.475,Contract,Semiurban,NOT_ELIGIBLE
APP0352,22,Male,Yes,Graduate,No,70766.0,18052.0,137591.0,480,Poor,0.0,0.298,Contract,Urban,ELIGIBLE
APP0353,32,Male,No,Not Graduate,Yes,135417.0,8000.0,608261.0,360,Good,1.0,0.95,Contract,Rural,NOT_ELIGIBLE
APP0354,38,Female,Yes,,No,80458.0,11656.0,304798.0,300,Good,2.0,0.831,Salaried,Semiurban,ELIGIBLE
APP0355,59,Male,Yes,Graduate,Yes,25455.0,42615.0,181328.0,360,Good,1.0,,Salaried,Semiurban,ELIGIBLE
APP0356,60,Male,Yes,Graduate,No,107878.0,13367.0,200226.0,360,Good,2.0,0.347,Salaried,Semiurban,ELIGIBLE
APP0357,27,Female,No,Graduate,No,46698.0,15000.0,113055.0,360,Good,2.0,0.478,Salaried,Urban,ELIGIBLE
APP0358,56,Female,Yes,Not Graduate,No,57903.0,21003.0,165182.0,360,Good,2.0,0.461,Salaried,Urban,ELIGIBLE
APP0359,24,Male,No,Graduate,No,29764.0,0.0,456060.0,360,Good,1.0,0.95,Salaried,Semiurban,ELIGIBLE
APP0360,50,Male,No,Graduate,No,,0.0,817333.0,180,Good,1.0,0.95,Salaried,Semiurban,ELIGIBLE
APP0361,54,Female,No,Graduate,Yes,40232.0,15000.0,396811.0,360,Poor,1.0,0.95,Salaried,Semiurban,NOT_ELIGIBLE
APP0362,56,Male,No,Graduate,No,57709.0,0.0,267899.0,240,Good,0.0,0.95,Contract,Urban,ELIGIBLE
APP0363,29,Female,No,Graduate,No,47989.0,0.0,227568.0,180,Good,0.0,0.95,Contract,Semiurban,ELIGIBLE
APP0364,56,Female,No,Graduate,Yes,138565.0,15000.0,176915.0,360,Good,1.0,0.296,Salaried,Semiurban,ELIGIBLE
APP0365,25,Female,Yes,Graduate,Yes,142425.0,20007.0,752557.0,360,Good,1.0,0.95,Unemployed,Urban,ELIGIBLE
APP0366,41,Male,No,Not Graduate,No,56242.0,0.0,255747.0,360,Good,,0.95,Salaried,Rural,NOT_ELIGIBLE
APP0367,39,Male,Yes,Graduate,No,56715.0,26480.0,773010.0,360,Good,1.0,0.95,Salaried,Semiurban,ELIGIBLE
APP0368,33,Male,Yes,Graduate,No,45974.0,17178.0,546579.0,360,Good,0.0,0.95,Contract,Semiurban,NOT_ELIGIBLE
APP0369,21,Male,No,Graduate,No,93524.0,8000.0,121414.0,360,Good,2.0,0.371,Salaried,Rural,ELIGIBLE
APP0370,51,Female,No,Graduate,No,46967.0,0.0,203391.0,360,Poor,1.0,0.95,Salaried,Urban,NOT_ELIGIBLE
APP0371,34,Male,No,Graduate,No,44929.0,0.0,203090.0,120,Good,3.0,0.95,Salaried,Rural,NOT_ELIGIBLE
APP0372,47,Male,Yes,Graduate,,87975.0,80433.0,269472.0,360,Good,2.0,0.299,Salaried,Semiurban,ELIGIBLE
APP0373,37,Male,Yes,Graduate,Yes,42476.0,20400.0,272010.0,240,Good,0.0,0.95,Self-Employed,Semiurban,ELIGIBLE
APP0374,35,Female,Yes,Graduate,No,54012.0,7131.0,1000000.0,180,Poor,1.0,0.95,Salaried,Urban,NOT_ELIGIBLE
APP0375,56,Male,Yes,Graduate,No,25747.0,17008.0,166954.0,240,Good,1.0,0.95,,Urban,NOT_ELIGIBLE
APP0376,24,Male,Yes,Graduate,No,77119.0,56627.0,312528.0,360,Poor,1.0,0.53,Salaried,Semiurban,ELIGIBLE
APP0377,50,Male,Yes,Graduate,No,139623.0,28092.0,376423.0,360,Good,2.0,0.442,Self-Employed,Urban,NOT_ELIGIBLE
APP0378,50,Male,Yes,Graduate,No,77752.0,12753.0,279789.0,480,Good,2.0,0.632,Salaried,Urban,ELIGIBLE
APP0379,36,Male,No,Graduate,No,110941.0,0.0,295207.0,480,Good,0.0,0.475,Contract,Semiurban,ELIGIBLE
APP0380,31,Male,Yes,Graduate,No,36642.0,15291.0,169573.0,360,Good,2.0,0.687,,Semiurban,ELIGIBLE
APP0381,21,Male,No,Graduate,No,61607.0,0.0,294684.0,240,Good,1.0,0.95,Salaried,Urban,ELIGIBLE
APP0382,58,Male,Yes,Not Graduate,No,34974.0,52503.0,357903.0,360,Good,0.0,0.912,Contract,Semiurban,ELIGIBLE
APP0383,58,Male,Yes,Not Graduate,No,49304.0,43603.0,327680.0,360,Good,1.0,0.839,Salaried,Rural,NOT_ELIGIBLE
APP0384,30,Male,Yes,Not Graduate,No,79678.0,29590.0,368148.0,360,Good,0.0,0.82,Salaried,Semiurban,ELIGIBLE
APP0385,22,Male,Yes,Graduate,No,57755.0,9258.0,551610.0,240,Good,1.0,0.95,Salaried,Rural,ELIGIBLE
APP0386,25,Female,No,Graduate,No,27918.0,0.0,439015.0,180,Good,0.0,0.95,Salaried,Semiurban,ELIGIBLE
APP0387,23,Male,Yes,Graduate,No,29257.0,31114.0,289748.0,480,Good,2.0,0.868,Contract,Urban,NOT_ELIGIBLE
APP0388,54,Male,Yes,Not Graduate,No,28343.0,9175.0,159548.0,240,Good,1.0,0.95,Unemployed,Urban,NOT_ELIGIBLE
APP0389,56,Male,No,Not Graduate,No,69632.0,8000.0,209933.0,300,Poor,0.0,0.759,Salaried,Rural,NOT_ELIGIBLE
APP0390,27,Male,No,Not Graduate,Yes,148117.0,0.0,251984.0,360,Good,1.0,0.576,Salaried,Semiurban,ELIGIBLE
APP0391,50,Male,Yes,Not Graduate,No,105775.0,10502.0,316055.0,240,Poor,0.0,0.947,Self-Employed,Rural,NOT_ELIGIBLE
APP0392,28,Male,Yes,Graduate,No,22137.0,11305.0,222558.0,120,Poor,3.0,0.95,Salaried,Rural,NOT_ELIGIBLE
APP0393,35,Female,Yes,Not Graduate,No,108793.0,20694.0,178687.0,480,Good,0.0,0.192,Salaried,Urban,ELIGIBLE
APP0394,44,Male,Yes,Not Graduate,No,86212.0,30521.0,158294.0,360,Poor,2.0,0.314,Unemployed,Urban,NOT_ELIGIBLE
APP0395,49,Male,Yes,Graduate,No,26196.0,43861.0,126751.0,480,Good,0.0,0.231,Contract,Semiurban,ELIGIBLE
APP0396,55,Male,Yes,Not Graduate,No,47551.0,32643.0,250138.0,300,Good,0.0,0.915,Unemployed,Urban,NOT_ELIGIBLE
APP0397,22,Male,No,Graduate,No,93054.0,8000.0,138290.0,240,Poor,2.0,0.388,Salaried,Semiurban,NOT_ELIGIBLE
